InvoiceNo,InvoiceDate,CustomerID,ProductCategory,Quantity,UnitPrice,Channel,Country
INV901205,2024-01-16,C100633,Toys,4,35.92,Email,UK
INV902423,2024-01-09,C101310,Apparel,1,84.87,Social,united kingdom
INV903270,2024-04-14,C101766,Electronics,5,201.91,Referral,United Kingdom
INV900710,2024-12-09,C100371,Books,3,7.61,Paid Ads,Ireland
INV902097,2024-04-09,C101118,Apparel,5,23.34,Email,france
INV900709,2024-07-14,C100371,Electronics,3,573.91,Paid Ads,Ireland
INV900923,2023-02-13,C100477,Apparel,2,70.52,Referral,united kingdom
INV901207,2023-12-04,C100634,Sports & Outdoors,4,158.49,Organic Search,united kingdom
INV902053,2024-05-17,C101096,Office Supplies,5,13.78,Organic Search,france
INV900390,2024-08-03,C100212,Books,2,17.55,Email,Germany
INV902429,2024-12-08,C101313,Books,4,6.9,Paid Ads,UK
INV900010,2023-09-09,C100006,Beauty,4,26.04,Paid Ads,US
INV900215,2024-01-21,C100114,Sports & Outdoors,3,187.44,Paid Ads,United Kingdom
INV902641,2024-03-20,C101423,Office Supplies,3,12.95,Organic Search, United Kingdom
INV900900,2024-04-18,C100455,Apparel,3,73.59,Organic Search,UK
INV900897,2024-04-21,C100454,Toys,5,68.44,Referral, United Kingdom
INV900454,2024-02-17,C100234,Beauty,1,53.76,Social,France
INV900669,2023-12-04,C100349,Books,5,30.1,Social,UK
INV900470,2023-06-19,C100242,Sports & Outdoors,1,51.88,Referral,US
INV902801,2024-06-08,C101493,Office Supplies,3,35.95,Organic Search,united states
INV901102,2024-06-06,C100575,Toys,3,6.99,Paid Ads,United States
INV901773,2023-10-03,C100941,Toys,2,12.28,Paid Ads,united kingdom
INV902000,2024-11-15,C101066,Books,1,5.17,Email,germany
INV901300,2024-10-17,C100683,Apparel,4,81.44,Organic Search,Germany
INV900462,2023-09-02,C100238,Office Supplies,4,6.7,Organic Search,United Kingdom
INV902741,2024-06-25,C101468,Apparel,1,16.06,Paid Ads,DE
INV903173,2023-03-14,C101720,Home & Kitchen,3,88.09,Referral,UK
INV900494,2023-07-17,C100253,Electronics,1,580.95,Organic Search,Ireland
INV900387,2024-06-20,C100210,Sports & Outdoors,5,74.7,Organic Search,france
INV900037,2024-05-13,C100018,Sports & Outdoors,5,54.82,Organic Search,UK
INV900014,2023-10-21,C100008,Beauty,5,50.04,Organic Search,united kingdom
INV901982,2024-11-07,C101053,Home & Kitchen,1,44.59,Social,US
INV902212,2023-10-06,,Home & Kitchen,5,61.33,Organic Search, United Kingdom
INV900481,2024-05-12,C100246,Apparel,2,26.39,Email, United Kingdom
INV903086,2024-01-22,C101663,Sports & Outdoors,1,23.68,Paid Ads,Ireland
INV903252,2023-11-21,C101761,Home & Kitchen,3,115.82,Paid Ads,united kingdom
INV902722,2023-12-17,C101462,Beauty,3,20.02,Paid Ads,United States
INV900399,2023-03-01,C100216,Toys,1,67.03,Organic Search, United Kingdom
INV902689,2024-05-21,C101450,Toys,4,24.02,Organic Search,UK
INV903004,2023-03-14,C101614,Home & Kitchen,5,18.6,Organic Search,united kingdom
INV900759,2024-06-09,C100389,Home & Kitchen,2,121.22,Paid Ads,ireland
INV902625,2024-12-23,C101412,Office Supplies,2,25.56,Paid Ads,USA
INV900926,2024-02-22,C100478,Office Supplies,1,12.21,Email,United Kingdom
INV900586,2023-09-14,C100302,Apparel,3,35.86,Referral,united kingdom
INV902953,2024-07-05,C101577,Home & Kitchen,5,61.45,Organic Search,USA
INV902042,2024-05-16,C101086,Apparel,3,33.61,Organic Search,ireland
INV902549,2024-07-12,C101365,Beauty,3,21.27,Organic Search,United States
INV900705,2024-03-18,C100366,Sports & Outdoors,3,181.42,Organic Search,UK
INV901611,2024-11-07,C100852,Apparel,4,49.86,Referral,united kingdom
INV900917,2023-12-13,C100473,Beauty,4,31.73,Referral,Ireland
INV901078,2023-05-03,C100567,Electronics,1,236.99,Organic Search,United States
INV902219,2024-03-08,C101187,Sports & Outdoors,4,40.04,Paid Ads,United States
INV902495,2024-07-01,C101339,Home & Kitchen,2,83.13,Paid Ads,United States
INV901202,2023-12-22,,Sports & Outdoors,2,161.28,Organic Search,United Kingdom
INV902881,2023-01-08,C101531,Apparel,3,32.98,Email,united kingdom
INV902623,2024-11-12,C101412,Apparel,3,69.56,Paid Ads,united states
INV902076,2024-12-07,C101107,Electronics,1,543.49,Organic Search,france
INV900354,2024-06-06,C100190,Electronics,5,370.36,Organic Search, United Kingdom
INV901204,2023-09-15,C100633,Toys,3,54.62,Email,United Kingdom
INV900148,2023-07-24,C100077,Books,1,31.59,Paid Ads,germany
INV900017,2024-12-04,C100009,Electronics,2,406.27,Organic Search,France
INV902746,2023-09-02,C101472,Beauty,2,23.6,Organic Search,ireland
INV902888,2024-11-26,C101535,Beauty,5,12.29,Social,United Kingdom
INV900506,2024-09-05,C100259,Apparel,4,44.9,Referral,Ireland
INV903297,2024-05-08,C101784,Toys,1,9.59,Organic Search,united states
INV900387,2024-06-20,C100210,Toys,1,57.79,Organic Search,france
INV900228,2023-09-24,C100118,Sports & Outdoors,4,186.05,Organic Search,DE
INV901120,2023-10-28,C100584,Home & Kitchen,2,91.44,Email,UK
INV901244,2024-08-03,C100654,Toys,4,32.96,Organic Search,germany
INV901157,2024-06-05,C100601,Home & Kitchen,5,149.73,Social, United Kingdom
INV900728,2023-06-02,C100379,Beauty,1,28.07,Paid Ads,united kingdom
INV900232,2024-11-16,C100120,Office Supplies,5,6.91,Referral,United Kingdom
INV901857,2024-02-03,C100985,Office Supplies,1,8.82,Paid Ads, United Kingdom
INV902882,2024-07-21,C101532,Beauty,3,32.53,Paid Ads,france
INV902759,2023-12-09,C101477,Home & Kitchen,2,147.86,Email,ireland
INV902776,2024-01-27,C101484,Electronics,2,488.02,Organic Search,Ireland
INV900435,2024-07-10,C100230,Books,1,23.44,Social,germany
INV902273,2024-08-28,C101213,Books,3,7.07,Email, United Kingdom
INV903055,2023-05-27,C101652,Apparel,5,17.12,Email,France
INV901083,2023-11-20,C100567,Sports & Outdoors,4,101.49,Organic Search,United States
INV902694,2023-11-25,C101451,Books,2,22.36,Referral,DE
INV902706,2023-10-17,C101457,Toys,4,11.8,Paid Ads, United Kingdom
INV901191,2024-07-23,C100620,Office Supplies,4,43.9,Organic Search,United Kingdom
INV902061,2023-10-02,C101100,Apparel,5,84.27,Referral,United Kingdom
INV902220,2024-06-16,C101187,Toys,3,63.7,Paid Ads,US
INV900441,2023-12-19,C100232,Beauty,3,15.73,Organic Search,DE
INV900012,2023-11-05,C100006,Books,1,15.96,Paid Ads,USA
INV902346,2024-12-09,C101275,Toys,2,17.11,Paid Ads,United Kingdom
INV901689,2024-06-28,C100885,Toys,1,11.06,Referral,USA
INV901918,2023-11-28,C101013,Apparel,3,12.33,Paid Ads,United States
INV900366,2023-11-13,C100196,Sports & Outdoors,4,134.43,Organic Search,Ireland
INV901143,2024-12-24,C100595,Beauty,3,16.23,Email,Ireland
INV903191,2023-10-19,C101728,Electronics,5,303.09,Organic Search,united kingdom
INV903010,2024-03-15,C101617,Sports & Outdoors,1,130.53,Organic Search,united states
INV903162,2024-08-09,C101716,Office Supplies,1,18.73,Organic Search,Germany
INV901977,2023-11-13,C101051,Apparel,1,80.58,Organic Search,Germany
INV902950,2023-12-22,C101575,Apparel,3,34.59,Organic Search,united kingdom
INV900887,2023-11-09,,Office Supplies,4,17.55,Organic Search,united kingdom
INV901577,2023-12-26,C100832,Office Supplies,5,3.8,Email,DE
INV903060,2024-02-28,C101653,Electronics,2,355.26,Social,UK
INV901166,2024-09-27,C100608,Beauty,4,44.95,Organic Search,DE
INV900198,2024-06-07,C100104,Apparel,1,21.92,Email,United Kingdom
INV901056,2023-11-21,C100548,Apparel,-3,24.41,Email,United States
INV901108,2024-02-27,C100577,Office Supplies,2,32.17,Social,DE
INV902786,2023-09-15,C101486,Books,5,15.05,Social,United Kingdom
INV900945,2024-07-13,C100491,Books,4,5.92,Referral,UK
INV901094,2023-12-14,C100572,Apparel,3,56.59,Organic Search,France
INV900913,2024-07-27,C100470,Apparel,4,71.77,Organic Search,ireland
INV901291,2023-11-18,C100678,Home & Kitchen,2,121.34,Social,DE
INV901600,2024-05-24,C100848,Apparel,5,85.6,Paid Ads, United Kingdom
INV901819,2024-05-19,C100967,Office Supplies,2,38.47,Organic Search, United Kingdom
INV903049,2024-08-28,C101649,Sports & Outdoors,3,65.84,Organic Search,united states
INV901944,2024-01-22,C101030,Electronics,3,272.58,Email,Ireland
INV902614,2023-12-22,C101408,Sports & Outdoors,2,73.42,Paid Ads,Ireland
INV901614,2023-11-27,C100853,Books,1,9.84,Referral,Germany
INV900288,2024-03-10,C100155,Toys,2,21.68,Email,ireland
INV903117,2023-11-14,C101685,Home & Kitchen,5,76.23,Paid Ads,Ireland
INV902347,2024-02-01,C101276,Beauty,4,35.24,Paid Ads, United Kingdom
INV902065,2024-12-14,C101100,Electronics,1,165.89,Referral, United Kingdom
INV903013,2024-05-07,C101623,Toys,4,48.27,Email,united kingdom
INV900808,2023-07-28,C100411,Electronics,3,79.74,Social,UK
INV901114,2024-06-22,C100581,Sports & Outdoors,5,124.31,Organic Search,United Kingdom
INV901418,2024-03-15,C100759,Beauty,5,46.22,Organic Search,united states
INV902436,2023-12-19,C101317,Home & Kitchen,2,44.5,Social,germany
INV901092,2023-08-20,C100572,Home & Kitchen,2,18.47,Organic Search,France
INV900849,2024-07-12,C100437,Office Supplies,3,3.96,Paid Ads,UK
INV902923,2024-12-07,C101555,Apparel,4,30.73,Paid Ads, United Kingdom
INV901552,2024-07-21,C100821,Toys,3,26.39,Organic Search,united states
INV900122,2024-12-19,C100056,Toys,3,59.65,Referral,US
INV900598,2024-08-05,,Home & Kitchen,5,17.82,Email,DE
INV903155,2024-09-22,C101713,Electronics,5,409.94,Referral, United Kingdom
INV901163,2024-05-15,C100606,Beauty,2,31.36,Email,UK
INV900873,2024-03-14,C100445,Apparel,3,72.61,Email,france
INV901747,2023-09-17,C100924,Electronics,1,257.48,Email,France
INV901188,2024-04-05,C100619,Apparel,3,61.57,Organic Search,united kingdom
INV903104,2023-05-04,C101676,Office Supplies,4,41.12,Email,France
INV901007,2024-04-18,C100518,Office Supplies,2,37.61,Referral,UK
INV903157,2024-01-12,C101714,Beauty,1,45.84,Organic Search,United Kingdom
INV901504,2024-06-18,C100800,Apparel,-4,77.2,Social,united kingdom
INV900353,2024-06-07,C100190,Sports & Outdoors,3,168.49,Organic Search,United Kingdom
INV902686,2023-12-20,C101449,Electronics,4,141.21,Organic Search,united kingdom
INV900433,2023-05-21,C100229,Beauty,1,27.66,Social,france
INV900848,2023-12-23,C100436,Toys,1,8.47,Organic Search,united states
INV901408,2024-12-21,C100753,Office Supplies,2,20.56,Organic Search, United Kingdom
INV902815,2024-04-05,C101500,Electronics,4,350.54,Paid Ads,United Kingdom
INV903201,2024-07-28,C101730,Books,2,30.22,Organic Search,united kingdom
INV900918,2024-01-14,C100473,Beauty,2,8.91,Referral,Ireland
INV902173,2023-01-18,C101166,Books,1,22.49,Paid Ads,DE
INV901865,2024-04-08,C100990,Home & Kitchen,4,64.49,Organic Search,United Kingdom
INV902312,2023-05-27,C101250,Books,1,8.15,Email,Germany
INV903278,2023-12-25,C101770,Apparel,3,65.96,Email,Ireland
INV901808,2024-07-28,C100964,Apparel,2,77.68,Email,United Kingdom
INV901024,2023-08-27,C100524,Apparel,3,47.38,Paid Ads,UK
INV902909,2024-07-24,C101553,Apparel,3,87.13,Referral,DE
INV902448,2024-07-04,C101319,Toys,3,20.74,Organic Search,france
INV901181,2024-08-27,C100614,Toys,2,62.57,Referral,united kingdom
INV902185,2023-11-17,C101176,Electronics,3,447.53,Social,UK
INV900374,2024-01-26,C100202,Sports & Outdoors,4,82.25,Referral,United Kingdom
INV902427,2024-06-02,,Office Supplies,5,18.0,Paid Ads, United Kingdom
INV901704,2024-08-01,C100892,Books,2,30.72,Organic Search,US
INV902055,2024-07-14,,Sports & Outdoors,3,69.5,Organic Search,France
INV900544,2024-01-08,C100281,Sports & Outdoors,4,69.18,Organic Search,UK
INV902617,2023-07-15,C101409,Beauty,3,49.83,Referral,germany
INV902498,2024-01-12,C101340,Home & Kitchen,1,137.67,Organic Search,Germany
INV901262,2024-06-02,C100660,Electronics,1,570.27,Social,united kingdom
INV902598,2023-07-20,C101399,Books,2,21.05,Email,Ireland
INV901123,2024-02-20,C100586,Beauty,4,33.93,Social,France
INV903044,2024-03-13,C101647,Toys,2,13.95,Organic Search,United States
INV901051,2024-09-19,C100544,Home & Kitchen,2,51.52,Organic Search,united kingdom
INV900724,2023-11-22,C100375,Sports & Outdoors,5,86.26,Paid Ads,ireland
INV900415,2023-10-28,C100221,Apparel,3,42.03,Organic Search,UK
INV901792,2023-09-05,C100953,Books,5,29.69,Referral,United Kingdom
INV901360,2024-07-19,C100721,Toys,1,57.03,Paid Ads, United Kingdom
INV902719,2024-05-03,C101460,Toys,5,23.3,Referral,germany
INV901730,2024-07-12,C100910,Office Supplies,4,36.68,Organic Search,france
INV900674,2023-09-17,,Books,4,29.05,Organic Search, United Kingdom
INV900419,2024-03-28,,Office Supplies,3,2181.1858972234095,Referral,united kingdom
INV901992,2024-11-09,C101063,Office Supplies,5,14.53,Organic Search, United Kingdom
INV900687,2024-09-17,C100355,Books,5,30.91,Referral,DE
INV900015,2023-03-21,C100009,Toys,1,13.68,Organic Search,france
INV902932,2024-03-08,C101564,Home & Kitchen,3,52.99,Organic Search,france
INV902888,2024-11-26,C101535,Sports & Outdoors,1,101.89,Social,United Kingdom
INV903087,2023-11-01,C101664,Office Supplies,3,3.59,Email,United States
INV902755,2024-03-22,C101476,Electronics,5,305.32,Referral,France
INV900996,2023-06-13,,Toys,2,37.89,Referral,US
INV901895,2023-07-24,C101010,Electronics,2,229.88,Organic Search,USA
INV903304,2023-05-26,C101786,Office Supplies,5,20.66,Organic Search,united states
INV900420,2024-07-18,C100222,Apparel,4,31.17,Referral,UK
INV901231,2023-12-12,C100646,Electronics,1,75.81,Organic Search,US
INV901532,2023-07-05,C100813,Apparel,4,79.2,Referral,Ireland
INV900915,2024-04-02,C100472,Apparel,3,78.38,Paid Ads,France
INV902104,2023-07-21,C101121,Apparel,2,22.18,Organic Search,France
INV901503,2024-01-10,C100799,Books,5,16.68,Email,USA
INV902343,2024-05-06,C101273,Sports & Outdoors,3,130.27,Organic Search,United Kingdom
INV901039,2024-03-07,C100536,Sports & Outdoors,5,58.81,Organic Search,ireland
INV903040,2024-09-19,C101640,Electronics,4,544.13,Paid Ads, United Kingdom
INV902886,2024-09-12,C101533,Beauty,1,56.79,Paid Ads,united states
INV901589,2024-05-12,C100843,Office Supplies,2,16.68,Social,united kingdom
INV901868,2023-05-09,C100992,Apparel,3,24.1,Paid Ads,United Kingdom
INV900034,2023-04-23,C100017,Office Supplies,2,30.26,Organic Search,Ireland
INV900529,2023-09-26,C100274,Toys,3,33.83,Paid Ads,DE
INV900869,2024-10-12,C100442,Home & Kitchen,3,62.6,Paid Ads,Ireland
INV900342,2024-05-15,C100183,Books,1,30.01,Referral,United Kingdom
INV901592,2023-08-28,C100844,Office Supplies,1,6.83,Email,united kingdom
INV902846,2023-10-09,C101514,Office Supplies,1,18.15,Paid Ads,germany
INV901756,2024-05-07,C100930,Books,3,28.16,Paid Ads, United Kingdom
INV900161,2024-04-18,C100085,Office Supplies,1,8.73,Social,France
INV900180,2024-04-13,C100095,Beauty,3,49.69,Paid Ads,Germany
INV902555,2024-04-25,C101371,Books,4,31.12,Email,France
INV901964,2023-12-25,C101043,Apparel,4,15.78,Organic Search,germany
INV901544,2024-07-13,C100818,Books,1,28.33,Email,Germany
INV901110,2024-05-05,C100577,Sports & Outdoors,2,132.84,Social,germany
INV901343,2024-11-10,C100711,Office Supplies,2,16.75,Referral,united kingdom
INV903201,2024-07-28,,Books,4,12.19,Organic Search,united kingdom
INV901873,2024-06-24,C100995,Home & Kitchen,3,65.16,Organic Search,DE
INV900050,2024-03-09,C100025,Home & Kitchen,1,99.71,Organic Search,United States
INV902744,2024-08-13,C101470,Books,2,18.02,Paid Ads,Ireland
INV901620,2023-07-14,C100857,Beauty,3,13.02,Social,Ireland
INV902586,2024-10-15,C101392,Sports & Outdoors,2,133.32,Email,US
INV903182,2024-06-28,C101722,Books,4,27.92,Organic Search,France
INV902533,2024-06-09,C101358,Apparel,5,47.17,Organic Search,UK
INV900616,2024-01-25,C100314,Books,1,13.47,Organic Search,UK
INV901818,2024-05-03,C100967,Toys,1,15.53,Organic Search,united kingdom
INV902943,2023-10-20,C101571,Electronics,4,512.99,Referral,DE
INV900015,2023-03-21,C100009,Sports & Outdoors,2,31.54,Organic Search,france
INV901779,2023-06-10,C100947,Beauty,1,21.46,Email, United Kingdom
INV903237,2024-11-03,C101745,Sports & Outdoors,5,135.61,Referral,Germany
INV900979,2023-11-04,C100508,Apparel,5,66.96,Referral,UK
INV902044,2024-12-28,C101087,Apparel,3,66.82,Email,UK
INV902435,2024-12-23,C101316,Apparel,3,86.66,Organic Search,united kingdom
INV900979,2023-11-04,C100508,Books,3,8.04,Referral,UK
INV903153,2024-04-03,C101713,Office Supplies,2,6.7,Referral,united kingdom
INV900627,2024-12-16,C100323,Home & Kitchen,1,54.17,Email,DE
INV902048,2023-11-28,C101090,Sports & Outdoors,1,153.38,Organic Search,UK
INV902452,2023-11-01,C101322,Electronics,4,278.52,Paid Ads,United Kingdom
INV901096,2023-05-19,C100573,Electronics,4,130.94,Paid Ads,france
INV902003,2024-09-20,C101067,Apparel,5,45.23,Referral,UK
INV901309,2024-09-17,C100692,Apparel,3,34.05,Social,Ireland
INV902286,2024-07-23,C101230,Sports & Outdoors,5,168.96,Organic Search,DE
INV902389,2023-06-10,C101296,Apparel,3,40.25,Organic Search,united kingdom
INV901412,2023-11-22,C100757,Toys,4,14.4,Referral,Ireland
INV901620,2023-07-14,C100857,Beauty,3,49.44,Social,Ireland
INV901428,2024-07-14,C100763,Books,3,19.0,Organic Search, United Kingdom
INV903154,2024-07-14,C101713,Toys,3,42.76,Referral,United Kingdom
INV901828,2023-06-11,C100970,Beauty,4,49.55,Organic Search,United Kingdom
INV901287,2024-05-14,C100674,Home & Kitchen,1,37.51,Organic Search,germany
INV903248,2023-09-20,C101756,Sports & Outdoors,1,145.82,Paid Ads, United Kingdom
INV902926,2024-03-01,,Sports & Outdoors,3,109.36,Referral,Ireland
INV903285,2023-07-24,C101776,Electronics,5,331.65,Paid Ads,Germany
INV901730,2024-07-12,C100910,Books,3,17.08,Organic Search,france
INV901548,2023-02-13,C100820,Books,4,22.14,Organic Search,DE
INV901944,2024-01-22,C101030,Home & Kitchen,5,83.17,Email,Ireland
INV901526,2024-06-25,C100811,Electronics,4,545.73,Paid Ads,france
INV900679,2024-04-09,C100351,Office Supplies,3,26.58,Organic Search, United Kingdom
INV901302,2024-05-18,C100686,Apparel,3,77.54,Paid Ads,germany
INV901134,2024-11-25,C100590,Books,4,6.17,Organic Search,united kingdom
INV901109,2024-05-21,C100577,Office Supplies,3,39.67,Social,germany
INV900646,2024-07-24,C100335,Books,1,34.54,Organic Search,france
INV903248,2023-09-20,C101756,Books,1,18.44,Paid Ads, United Kingdom
INV900196,2024-04-22,C100103,Beauty,4,42.42,Organic Search,Germany
INV901879,2024-12-19,C100998,Electronics,1,50.76,Organic Search,UK
INV901126,2024-05-04,C100588,Toys,1,33.35,Referral,United Kingdom
INV902337,2023-12-14,C101270,Office Supplies,1,13.32,Paid Ads,Ireland
INV901327,2023-04-08,C100703,Books,3,22.4,Referral,Ireland
INV901602,2024-01-06,C100849,Apparel,2,44.85,Paid Ads,USA
INV900482,2024-05-01,C100246,Toys,3,58.33,Email,UK
INV902010,2024-02-06,C101073,Office Supplies,3,31.14,Paid Ads,United States
INV902430,2024-08-03,C101314,Beauty,4,21.71,Social,Germany
INV902684,2023-11-20,C101449,Home & Kitchen,2,80.8,Organic Search,UK
INV900563,2024-05-05,C100296,Beauty,5,17.22,Organic Search,France
INV902995,2024-11-17,C101608,Toys,4,65.2,Paid Ads,ireland
INV900770,2024-06-12,C100395,Apparel,1,56.39,Paid Ads, United Kingdom
INV901077,2023-05-21,C100566,Beauty,5,25.99,Paid Ads,UK
INV900751,2024-08-23,C100387,Home & Kitchen,4,104.97,Paid Ads,germany
INV900145,2023-11-06,C100075,Sports & Outdoors,3,41.46,Email, United Kingdom
INV902752,2024-08-10,C101474,Sports & Outdoors,1,26.33,Paid Ads,united states
INV902330,2024-04-19,C101264,Books,2,25.39,Referral,united kingdom
INV900401,2023-03-13,C100217,Office Supplies,4,32.58,Referral,USA
INV900525,2024-04-18,C100269,Sports & Outdoors,2,130.44,Organic Search,UK
INV901655,2023-11-28,C100875,Office Supplies,5,11.91,Paid Ads,UK
INV901055,2024-11-24,C100546,Toys,4,36.64,Social, United Kingdom
INV901956,2024-05-08,C101037,Toys,2,31.5,Email,france
INV900591,2023-12-10,C100304,Toys,4,69.59,Organic Search, United Kingdom
INV903223,2023-04-18,C101738,Office Supplies,3,28.06,Referral, United Kingdom
INV902724,2023-03-12,C101463,Office Supplies,-5,25.56,Referral,united kingdom
INV900132,2023-09-27,C100064,Home & Kitchen,5,127.36,Social,UK
INV902375,2023-11-27,C101288,Electronics,5,189.88,Organic Search,Ireland
INV901435,2024-12-06,C100765,Home & Kitchen,3,90.11,Referral,US
INV902104,2023-07-21,C101121,Beauty,3,42.01,Organic Search,France
INV900567,2024-12-08,C100296,Sports & Outdoors,4,32.4,Organic Search,France
INV901624,2024-10-18,C100858,Apparel,2,77.62,Social,france
INV902488,2023-10-26,,Electronics,2,578.55,Paid Ads,US
INV901594,2023-12-14,C100844,Home & Kitchen,4,96.15,Email,united kingdom
INV900037,2024-05-13,C100018,Books,4,26.2,Organic Search,UK
INV902091,2023-12-28,C101114,Sports & Outdoors,4,72.05,Paid Ads,DE
INV902994,2023-12-02,C101607,Toys,3,56.69,Social, United Kingdom
INV900750,2023-11-01,,Apparel,3,72.5,Paid Ads,UK
INV901062,2023-09-05,C100553,Sports & Outdoors,1,56.98,Social,DE
INV902151,2024-12-21,C101153,Apparel,4,36.83,Referral,united kingdom
INV902432,2023-12-28,C101315,Home & Kitchen,4,89.62,Organic Search,DE
INV900758,2023-12-02,C100389,Books,4,9.83,Paid Ads,ireland
INV900984,2024-10-14,C100508,Home & Kitchen,4,66.1,Referral,UK
INV900451,2024-01-19,C100234,Beauty,5,27.71,Social,France
INV902915,2024-05-09,C101554,Books,4,5.65,Email,united states
INV900962,2024-06-25,C100501,Apparel,4,24.56,Organic Search,Ireland
INV901945,2024-06-03,C101032,Office Supplies,2,36.45,Referral,germany
INV900748,2023-12-28,C100385,Books,2,15.88,Social,United Kingdom
INV902668,2023-11-27,C101441,Apparel,2,75.49,Organic Search,DE
INV902291,2023-04-09,C101237,Office Supplies,5,29.62,Referral,France
INV902842,2024-01-13,C101513,Apparel,1,59.54,Paid Ads,United Kingdom
INV901489,2023-11-17,C100791,Home & Kitchen,3,77.21,Social,United Kingdom
INV900674,2023-09-17,C100351,Sports & Outdoors,4,192.13,Organic Search, United Kingdom
INV900764,2023-08-01,C100391,Beauty,2,53.21,Email,Ireland
INV900516,2023-08-08,C100267,Toys,1,49.34,Paid Ads, United Kingdom
INV902677,2024-10-06,,Apparel,2,83.69,Email,Germany
INV902738,2024-11-14,C101466,Electronics,2,109.33,Organic Search,United Kingdom
INV903033,2024-04-20,C101636,Sports & Outdoors,5,62.76,Referral,United Kingdom
INV902538,2023-04-05,C101361,Apparel,2,45.04,Social,France
INV902156,2023-12-21,C101154,Office Supplies,4,24.99,Paid Ads,france
INV901150,2024-04-24,C100597,Books,2,34.66,Email,Germany
INV900587,2024-12-04,C100302,Home & Kitchen,1,52.77,Referral,United Kingdom
INV902129,2024-06-21,C101137,Home & Kitchen,1,70.16,Organic Search, United Kingdom
INV902648,2024-09-17,C101430,Books,3,25.88,Paid Ads,france
INV901754,2023-12-24,C100930,Toys,1,32.67,Paid Ads,United Kingdom
INV901573,2023-10-07,,Home & Kitchen,2,130.17,Organic Search,UK
INV901343,2024-11-10,C100711,Toys,3,64.95,Referral,united kingdom
INV900367,2023-12-23,C100196,Home & Kitchen,1,119.8,Organic Search,ireland
INV902934,2024-01-14,,Office Supplies,2,32.81,Email,germany
INV902974,2023-05-27,C101593,Toys,1,21.1,Social,germany
INV901425,2024-06-27,C100761,Beauty,1,41.0,Email,USA
INV900840,2024-03-14,C100428,Home & Kitchen,4,53.98,Organic Search,france
INV900149,2024-04-22,C100079,Beauty,5,23.37,Organic Search,united kingdom
INV900519,2024-04-12,C100268,Toys,3,49.66,Referral,DE
INV903278,2023-12-25,C101770,Home & Kitchen,5,29.92,Email,Ireland
INV903027,2023-12-22,C101632,Apparel,5,52.55,Email, United Kingdom
INV901034,2024-11-24,C100535,Sports & Outdoors,2,66.28,Social,United Kingdom
INV901226,2024-06-24,C100644,Toys,5,69.2,Paid Ads,DE
INV902285,2024-06-23,C101230,Apparel,3,33.01,Organic Search,DE
INV901953,2024-08-21,C101035,Office Supplies,2,39.35,Organic Search,Ireland
INV900929,2024-05-13,C100479,Beauty,3,32.59,Paid Ads,Germany
INV901194,2023-12-09,C100621,Office Supplies,3,42.19,Paid Ads,germany
INV901425,2024-06-27,C100761,Apparel,1,59.37,Email,USA
INV902342,2024-05-13,C101273,Electronics,1,127.36,Organic Search, United Kingdom
INV900816,2023-09-12,C100413,Electronics,1,410.47,Organic Search,France
INV902372,2023-07-23,C101288,Apparel,-1,72.17,Organic Search,Ireland
INV901870,2024-08-28,C100994,Home & Kitchen,2,45.71,Organic Search,united states
INV900761,2024-03-03,C100390,Books,3,9.59,Paid Ads,USA
INV900180,2024-04-13,C100095,Home & Kitchen,5,100.9,Paid Ads,Germany
INV903138,2024-09-02,C101704,Office Supplies,1,43.51,Organic Search,Germany
INV902642,2024-05-13,C101423,Home & Kitchen,5,84.66,Organic Search,UK
INV901353,2023-10-26,C100717,Apparel,5,85.17,Paid Ads,US
INV902455,2024-06-09,C101323,Sports & Outdoors,2,196.07,Organic Search,Ireland
INV900303,2023-11-19,C100162,Apparel,5,52.92,Organic Search, United Kingdom
INV901342,2024-05-21,C100711,Books,3,8.49,Referral, United Kingdom
INV902347,2024-02-01,C101276,Books,5,23.14,Paid Ads, United Kingdom
INV901504,2024-06-18,C100800,Home & Kitchen,3,117.7,Social,united kingdom
INV902391,2023-08-16,C101296,Office Supplies,4,18.94,Organic Search, United Kingdom
INV903055,2023-05-27,C101652,Apparel,2,17.12,Email,France
INV901429,2024-11-28,C100763,Beauty,2,34.92,Organic Search, United Kingdom
INV901162,2024-01-03,C100606,Beauty,2,26.39,Email, United Kingdom
INV901109,2024-05-21,C100577,Beauty,3,18.98,Social,germany
INV900085,2024-03-13,C100043,Electronics,1,542.54,Paid Ads,United States
INV901024,2023-08-27,C100524,Apparel,5,79.07,Paid Ads,UK
INV901056,2023-11-21,C100548,Apparel,3,86.94,Email,United States
INV900051,2024-10-23,C100027,Electronics,3,109.94,Referral,United Kingdom
INV900872,2024-01-28,C100444,Apparel,3,,Social,US
INV902391,2023-08-16,C101296,Sports & Outdoors,5,76.78,Organic Search, United Kingdom
INV901711,2024-05-20,C100897,Sports & Outdoors,5,66.86,Organic Search,USA
INV900992,2024-11-01,C100513,Beauty,5,57.79,Social,DE
INV902326,2023-08-09,C101264,Beauty,5,10.32,Referral, United Kingdom
INV900464,2023-03-19,C100240,Sports & Outdoors,5,173.27,Paid Ads,ireland
INV900455,2024-05-22,C100234,Books,2,26.1,Social,france
INV902402,2023-09-06,C101299,Office Supplies,3,37.49,Email,united kingdom
INV901314,2023-10-04,C100694,Books,4,24.04,Referral,United States
