CustomerID,Channel,Recency,Frequency,Monetary,Segment
C101516,Organic Search,408,2,480.93000000000006,At Risk
C101518,Organic Search,184,6,4479.26,Champions
C101520,Organic Search,8,3,1109.76,Loyal Regulars
C101521,Organic Search,235,3,1265.3400000000001,Champions
C101522,Referral,96,2,1209.1200000000001,At Risk
C101523,Organic Search,592,1,1074.6,At Risk
C101525,Email,402,4,2103.46,Champions
C101528,Email,163,2,2668.78,At Risk
C101529,Referral,38,3,2689.4199999999996,Loyal Regulars
C101530,Referral,551,1,527.0,At Risk
C101531,Email,721,1,263.19,Hibernating / Lost
C101532,Paid Ads,116,2,223.19,Hibernating / Lost
C101533,Paid Ads,108,3,578.25,Champions
C101535,Social,33,2,1793.55,Loyal Regulars
C101536,Paid Ads,67,1,1041.6100000000001,At Risk
C101537,Email,278,2,2485.21,At Risk
C101538,Paid Ads,95,1,317.56,Hibernating / Lost
C101539,Referral,170,3,3111.91,Champions
C101541,Organic Search,369,2,1056.95,At Risk
C101542,Organic Search,670,1,666.8399999999999,At Risk
C101545,Paid Ads,374,1,396.53000000000003,At Risk
C101548,Paid Ads,453,1,82.03999999999999,Hibernating / Lost
C101549,Paid Ads,612,1,1930.57,At Risk
C101550,Email,481,1,274.46999999999997,Hibernating / Lost
C101552,Email,46,4,3991.3300000000004,Loyal Regulars
C101553,Referral,98,5,1591.13,Champions
C101554,Email,11,7,6645.03,Loyal Regulars
C101555,Paid Ads,22,5,4607.25,Loyal Regulars
C101556,Email,16,1,22.69,Hibernating / Lost
C101558,Organic Search,19,1,246.67,Hibernating / Lost
C101561,Email,347,2,1403.2,At Risk
C101563,Paid Ads,49,1,408.4,Hibernating / Lost
C101564,Organic Search,296,3,3443.9199999999996,Champions
C101565,Email,291,4,2771.74,Champions
C101566,Referral,69,2,1085.13,Loyal Regulars
C101567,Paid Ads,307,2,962.89,At Risk
C101568,Paid Ads,107,1,225.98,Hibernating / Lost
C101569,Paid Ads,53,1,152.57,Hibernating / Lost
C101571,Referral,5,3,3977.25,Loyal Regulars
C101572,Email,123,2,720.9799999999999,At Risk
C101573,Paid Ads,51,1,580.5999999999999,At Risk
C101574,Paid Ads,576,1,338.48,Hibernating / Lost
C101575,Organic Search,373,2,3232.25,At Risk
C101576,Organic Search,308,1,685.64,At Risk
C101577,Organic Search,159,2,1580.29,At Risk
C101578,Paid Ads,616,1,696.1500000000001,At Risk
C101580,Paid Ads,68,3,4498.95,Champions
C101581,Organic Search,373,3,880.16,Champions
C101583,Paid Ads,402,1,415.02,At Risk
C101585,Paid Ads,422,1,99.63,Hibernating / Lost
C101586,Referral,217,1,221.15999999999997,Hibernating / Lost
C101587,Referral,540,2,780.49,At Risk
C101588,Organic Search,51,1,846.84,At Risk
C101589,Email,652,1,431.59000000000003,At Risk
C101591,Paid Ads,430,3,465.97,At Risk
C101592,Organic Search,393,1,120.67999999999999,Hibernating / Lost
C101593,Social,582,2,298.54999999999995,At Risk
C101594,Referral,290,1,11.97,Hibernating / Lost
C101598,Referral,56,3,1380.65,Loyal Regulars
C101599,Paid Ads,142,3,1925.06,Champions
C101600,Organic Search,502,3,4525.37,Champions
C101603,Referral,64,3,1221.56,Loyal Regulars
C101604,Organic Search,484,1,804.96,At Risk
C101605,Organic Search,63,3,3479.5099999999998,Loyal Regulars
C101606,Social,663,1,968.21,At Risk
C101607,Social,378,2,369.96999999999997,At Risk
C101608,Paid Ads,42,1,401.29,Hibernating / Lost
C101609,Email,424,2,1122.35,At Risk
C101611,Paid Ads,474,1,1694.1499999999999,At Risk
C101613,Organic Search,162,3,2374.5,Champions
C101614,Organic Search,524,3,1377.8,Champions
C101615,Referral,157,4,3967.88,Champions
C101617,Organic Search,289,1,202.69,Hibernating / Lost
C101622,Paid Ads,165,1,14.1,Hibernating / Lost
C101623,Email,236,2,598.67,At Risk
C101626,Social,350,3,554.23,At Risk
C101627,Social,74,2,441.87,At Risk
C101629,Email,535,3,4479.25,Champions
C101630,Email,163,1,347.8,Hibernating / Lost
C101631,Email,194,1,315.16,Hibernating / Lost
C101632,Email,230,5,2423.47,Champions
C101634,Social,289,2,2162.13,At Risk
C101636,Referral,253,4,1274.33,Champions
C101638,Organic Search,418,2,1584.02,At Risk
C101639,Paid Ads,370,1,115.64,Hibernating / Lost
C101640,Paid Ads,101,3,3460.98,Champions
C101643,Organic Search,384,1,378.78,At Risk
C101644,Paid Ads,24,2,681.1700000000001,Loyal Regulars
C101647,Organic Search,62,3,615.99,Loyal Regulars
C101648,Organic Search,129,1,709.2634999999999,At Risk
C101649,Organic Search,118,3,1780.76,Champions
C101650,Paid Ads,398,3,978.16,Champions
C101652,Email,163,5,2150.1,Champions
C101653,Social,51,3,2116.62,Loyal Regulars
C101654,Organic Search,368,5,3848.66,Champions
C101655,Email,303,7,5591.74,Champions
C101656,Organic Search,164,2,606.26,At Risk
C101657,Organic Search,128,3,805.63,Champions
C101659,Organic Search,389,2,1104.6200000000001,At Risk
C101660,Email,358,1,275.56,Hibernating / Lost
C101661,Email,51,2,3441.88,Loyal Regulars
C101662,Email,600,1,234.0,Hibernating / Lost
C101663,Paid Ads,342,2,1082.6200000000001,At Risk
C101664,Email,424,1,191.99,Hibernating / Lost
C101665,Paid Ads,420,1,66.18,Hibernating / Lost
C101667,Organic Search,215,1,38.72,Hibernating / Lost
C101668,Email,200,1,658.9200000000001,At Risk
C101669,Social,166,4,1268.78,Champions
C101670,Organic Search,169,1,325.05999999999995,Hibernating / Lost
C101671,Paid Ads,3,2,816.57,Loyal Regulars
C101673,Referral,201,1,1408.3,At Risk
C101674,Paid Ads,262,2,321.34000000000003,At Risk
C101676,Email,367,7,4439.17,Champions
C101677,Referral,421,1,490.42,At Risk
C101679,Social,115,2,2420.4700000000003,At Risk
C101680,Organic Search,73,2,435.12,At Risk
C101681,Referral,419,2,435.338,At Risk
C101684,Organic Search,221,1,762.14,At Risk
C101685,Paid Ads,411,1,1441.97,At Risk
C101687,Organic Search,261,2,481.94,At Risk
C101689,Paid Ads,170,4,1224.35,Champions
C101690,Referral,164,1,553.7800000000001,At Risk
C101691,Referral,73,1,333.29,Hibernating / Lost
C101693,Organic Search,453,2,1114.52,At Risk
C101695,Social,240,1,239.96,Hibernating / Lost
C101696,Organic Search,331,2,1320.53,At Risk
C101700,Paid Ads,537,1,322.31,Hibernating / Lost
C101701,Email,293,2,1408.96,At Risk
C101702,Paid Ads,298,1,1173.97,At Risk
C101704,Organic Search,118,3,2009.38,Champions
C101705,Organic Search,42,1,785.34,At Risk
C101706,Email,33,1,196.45999999999998,Hibernating / Lost
C101707,Organic Search,31,2,937.08,Loyal Regulars
C101708,Email,277,5,2553.37,Champions
C101710,Referral,195,1,154.76,Hibernating / Lost
C101711,Referral,189,1,43.26,Hibernating / Lost
C101712,Paid Ads,97,1,104.73,Hibernating / Lost
C101713,Referral,55,6,4565.76,Champions
C101714,Organic Search,352,1,382.16999999999996,At Risk
C101715,Paid Ads,208,1,222.2,Hibernating / Lost
C101716,Organic Search,142,4,2600.94,Champions
C101717,Referral,138,1,14.12,Hibernating / Lost
C101718,Referral,34,7,3653.6400000000003,Loyal Regulars
C101719,Social,376,2,222.56,Hibernating / Lost
C101720,Referral,32,8,5468.2699999999995,Champions
C101721,Social,195,1,127.87,Hibernating / Lost
C101722,Organic Search,43,4,2066.96,Loyal Regulars
C101724,Paid Ads,420,1,1110.05,At Risk
C101725,Paid Ads,172,3,2435.7799999999997,Champions
C101727,Paid Ads,241,1,129.32,Hibernating / Lost
C101728,Organic Search,437,1,2476.24,At Risk
C101729,Organic Search,377,7,3172.49,Champions
C101730,Organic Search,11,6,1887.3000000000002,Loyal Regulars
C101731,Paid Ads,25,3,345.69,Loyal Regulars
C101732,Referral,51,3,2601.22,Loyal Regulars
C101734,Paid Ads,70,1,171.4,Hibernating / Lost
C101735,Paid Ads,210,3,1316.49,Champions
C101736,Paid Ads,362,1,121.82,Hibernating / Lost
C101737,Organic Search,169,4,3712.0599999999995,Champions
C101738,Referral,440,8,2948.7599999999998,Champions
C101739,Organic Search,339,2,425.03,At Risk
C101740,Email,369,1,1004.2,At Risk
C101743,Referral,647,1,128.118,Hibernating / Lost
C101744,Organic Search,481,3,1451.8,Champions
C101745,Referral,8,4,3905.58,Loyal Regulars
C101746,Email,145,1,1939.7,At Risk
C101747,Referral,52,2,751.46,Loyal Regulars
C101749,Referral,50,2,2679.32,Loyal Regulars
C101754,Paid Ads,246,3,956.1700000000001,Champions
C101756,Paid Ads,466,2,323.0,At Risk
C101758,Organic Search,32,1,319.68,Hibernating / Lost
C101759,Organic Search,383,1,1025.99,At Risk
C101760,Referral,374,1,292.25,Hibernating / Lost
C101761,Paid Ads,404,1,1211.79,At Risk
C101762,Paid Ads,522,3,1358.04,Champions
C101763,Organic Search,40,4,1962.9199999999998,Loyal Regulars
C101764,Paid Ads,2,4,1944.9700000000003,Loyal Regulars
C101765,Referral,28,4,250.19,Loyal Regulars
C101766,Referral,7,6,6176.58,Loyal Regulars
C101767,Organic Search,451,1,159.38,Hibernating / Lost
C101768,Paid Ads,511,1,141.64,Hibernating / Lost
C101769,Paid Ads,615,1,1276.53,At Risk
C101770,Email,370,2,1249.8500000000001,At Risk
C101771,Paid Ads,301,1,388.67600000000004,At Risk
C101772,Paid Ads,515,1,86.13,Hibernating / Lost
C101773,Paid Ads,210,3,4058.98,Champions
C101776,Paid Ads,524,2,3031.62,At Risk
C101777,Referral,582,1,761.22,At Risk
C101778,Email,155,4,4065.607,Champions
C101779,Paid Ads,157,1,81.22,Hibernating / Lost
C101780,Referral,619,1,862.38,At Risk
C101782,Organic Search,665,1,1040.21,At Risk
C101783,Paid Ads,133,1,275.71999999999997,Hibernating / Lost
C101784,Organic Search,98,7,3188.48,Champions
C101785,Email,165,2,333.2,At Risk
C101786,Organic Search,162,4,2584.52,Champions
C101787,Email,605,3,3399.75,Champions
C101790,Social,203,1,1835.0199999999998,At Risk
C101791,Paid Ads,43,1,510.68,At Risk
C101794,Referral,403,1,782.08,At Risk
C101795,Organic Search,228,6,3628.2200000000003,Champions
C101796,Referral,104,1,1993.6399999999999,At Risk
C101797,Organic Search,405,3,2441.34,Champions
C101799,Referral,202,4,2762.13,Champions
